Local;Número;Título;Fase;Tier;Change Manager;Iniciador;Representante da qualidade;Prod Impact;Reg. Impact;Change Driver;Created;Approval;Planned Completion;Planned Verification;Planned Regulatory Closure Date;Closed;Change Mgr Dept;Site Review Council;Is there artwork impact?;Actual Regulatory Approval Date;Quality Verification Completion Date;Regulatory Rep
Cruzeiro;CR056155;"Atualização do documento C-CEP-TCME-012 FQ 005 para incluir o item ""cor""";Closed;Tier 1;;Gustavo Ferraz Santos;Anderson da Silva;;;;out 14, 2024;nov 11, 2024;mar 21, 2025;abr 5, 2025;;mar 31, 2025;;;;;mar 31, 2025;
Cruzeiro;CR056049;Alteração do RCL na Matriz de Pior Caso dos Produtos Ectoparasiticidas.;Pre-Implementation;Tier 1;Iara Roma;Iara Roma;Anderson da Silva;No;No;Business/process improvement or change;out 9, 2024;nov 13, 2024;nov 14, 2025;nov 29, 2025;;;GTO-PTS;;;;;Jessica Isaac
Cruzeiro;CR056047;Reativar no MEDS as especificações das caixas C2-V c/ divisão e CP 1 - V c/ divisão;Closed;Tier 1;Sara Souto;Sara Souto;Samira Gaspar;No;No;Business/process improvement or change;out 9, 2024;out 23, 2024;fev 28, 2025;mar 15, 2025;;mar 13, 2025;Packaging;;;;mar 13, 2025;Claudia Fernandes
Cruzeiro;CR056020;Alteração do prazo de validade Panacur SU 10% exportação (24 meses para 36 meses) | Change of Panacur SU10% export shelf life (24 months to 36 months);Closed;Tier 2;Anderson da Silva;Anderson da Silva;Samira Gaspar;Yes;No;Business/process improvement or change;out 8, 2024;out 29, 2024;jan 10, 2025;jan 25, 2025;;jan 9, 2025;Quality Assurance;Izabel Barcza;;;jan 9, 2025;Jessica Isaac
Cruzeiro;CR055883;Criação do Cartucho Bula para o Endal Plus Comprimidos Nacional / Creation of the Leaflet Carton for Endal Plus Comprimidos National;Implementation;Tier 2;Maria Paula Para Nogueira;Maria Paula Para Nogueira;Anderson da Silva;Yes;No;Business/process improvement or change;out 2, 2024;out 30, 2024;jul 17, 2026;ago 1, 2026;;;Packaging;Izabel Barcza;;;;Claudia Fernandes
Cruzeiro;CR055782;Alteração da solução de limpeza das Cabines de Amostragem e Pesagem;Closed;Tier 1;;Aline Bormio;Samira Gaspar;;;;set 30, 2024;nov 7, 2024;fev 28, 2025;mar 15, 2025;;mar 13, 2025;Quality Control;;;;mar 13, 2025;
Cruzeiro;CR055778;API Restructuring - Aprovação do API Ethion fabricado pela Hikal Limited;Post Implementation;Tier 1;Rafael Brandão Nascimento;Rafael Brandão Nascimento;Anderson da Silva;No;No;Business/process improvement or change;set 30, 2024;dez 4, 2024;fev 26, 2027;mar 13, 2027;;;GTO-PTS;;;;;Claudia Fernandes
Cruzeiro;CR055759;Atualização das especificações de caixas de papelão utilizadas no site Cruzeiro - Grupo B;Implementation;Tier 1;;Sara Souto;Anderson da Silva;;;;set 27, 2024;out 25, 2024;ago 29, 2025;set 13, 2025;;;Packaging;;;;;
Cruzeiro;CR055650;Atualização da arte e especificação do produto Synergized Delice 5L USA;Implementation;Tier 1;;Vilmar Alves;Anderson da Silva;;;;set 24, 2024;nov 8, 2024;dez 12, 2025;dez 27, 2025;;;Packaging;;;;;
Cruzeiro;CR055638;Revisão dos Batch Records C-BR-611161 (Saber Ear Tag - Injetado) e C-BR-611162 (Double Barrel Vp Ear Tag - Injetado);Closed;Tier 1;;Ricardo Mota Lemos;Samira Gaspar;;;;set 24, 2024;out 1, 2024;jan 31, 2025;fev 15, 2025;;fev 13, 2025;Manufacturing;;;;fev 13, 2025;
Cruzeiro;CR055483;Atualização da especificação do material 995345 Tampa Polipropileno Branca;Closed;Tier 1;;Gustavo Ferraz Santos;Samira Gaspar;;;;set 18, 2024;out 7, 2024;nov 1, 2024;nov 16, 2024;;nov 9, 2024;;;;;nov 9, 2024;
Cruzeiro;CR055478;Alteração do prazo de validade Panacoxx/Panacur FT exportação (24 meses para 36 meses) | Change of Panacoxx/Panacur FT export shelf life (24 months to 36 months);Closed;Tier 2;Anderson da Silva;Anderson da Silva;Samira Gaspar;Yes;No;Business/process improvement or change;set 18, 2024;out 15, 2024;nov 18, 2024;dez 3, 2024;;nov 20, 2024;Quality Assurance;Izabel Barcza;;;nov 20, 2024;Jessica Isaac
Cruzeiro;CR055454;Substituição de lavadora de alta pressão (WAP) a quente utilizada no processo de limpeza da linha de produção de pomadas.;Closed;Tier 1;Peterson Lopes;Peterson Lopes;Samira Gaspar;No;No;Business/process improvement or change;set 17, 2024;out 1, 2024;dez 13, 2024;dez 28, 2024;;dez 17, 2024;Manufacturing;;;;dez 17, 2024;Claudia Fernandes
Cruzeiro;CR055286;Criação do Cartucho Bula para o Meticorten 5mg e 20mg Nacional / Creation of the Leaflet Carton for Meticorten 5mg e 20mg National;Implementation;Tier 2;Maria Paula Para Nogueira;Maria Paula Para Nogueira;Anderson da Silva;Yes;No;Business/process improvement or change;set 10, 2024;out 2, 2024;ago 22, 2025;set 6, 2025;;;Packaging;Izabel Barcza;;;;Claudia Fernandes
Cruzeiro;CR055242;Aprovação do fornecedor Adelbras (CCL Industries do Brasil) de fitas adesivas.;Closed;Tier 1;;Gustavo Ferraz Santos;Samira Gaspar;;;;set 9, 2024;set 18, 2024;out 30, 2024;nov 14, 2024;;nov 11, 2024;;;;;nov 11, 2024;
Cruzeiro;CR055231;Substituição das balanças BALA048C e BALA049C das cabines de pesagem do Almoxarifado pelas novas balanças BALA105C e BALA106C;Closed;Tier 1;;André Luiz Guerra Fernandes;Samira Gaspar;;;;set 7, 2024;set 20, 2024;dez 18, 2024;jan 2, 2025;;dez 17, 2024;Logistics-Warehouse;;;;dez 17, 2024;
Cruzeiro;CR055189;Atualização das artes do produto Endal Plus Comprimidos Peru/CENCA;Closed;Tier 1;;Vilmar Alves;Samira Gaspar;;;;set 5, 2024;set 26, 2024;nov 29, 2024;dez 14, 2024;;nov 9, 2024;Packaging;;;;nov 9, 2024;
Cruzeiro;CR055183;Sistema de Armanezagem de Butyl-diglicol e Controles de Sergurança de Processo - Setor Ectoparasiticida;Implementation;Tier 1;Sarah Lana;Sarah Lana;Izabel Barcza;No;No;Safety and Environmental;set 5, 2024;dez 8, 2024;ago 29, 2025;set 13, 2025;;;Manufacturing;;;;;"Claudia Fernandes; Jessica Isaac"
Cruzeiro;CR055182;Correção de erro de digitação de validade de limpeza da envasadora de bisnagas Steel Horse no Batch Record de Vampiricid 50g (C-BR-995555);Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;set 5, 2024;set 12, 2024;set 27, 2024;out 12, 2024;;out 9, 2024;Manufacturing;;;;out 9, 2024;
Cruzeiro;CR055107;Aprovação do Carboximetilcelulose de Sódio (CMC) fabricado pela Amtex S.A.;Closed;Tier 1;;Sara Souto;Samira Gaspar;;;;set 3, 2024;set 26, 2024;dez 3, 2024;dez 18, 2024;;nov 20, 2024;Packaging;;;;nov 20, 2024;
Cruzeiro;CR054947;Produção de dois lotes do produto Ultra Boss sem inertização / pressurização dos tanques de formulação e pulmão;Cancelled;;Pedro Bonfim;Pedro Bonfim;;;No;Business/process improvement or change;ago 26, 2024;;;;;;GTO-PTS;;;;;
Cruzeiro;CR054943;Utilização do material Pirimiphós do fabricante Hunan Haili anteriormente à sua aprovação pelo sistema da Qualidade da MSD Saúde Animal;Post Implementation;Tier 1;Juliana Silva;Juliana Silva;Anderson da Silva;No;No;Business/process improvement or change;ago 26, 2024;set 3, 2024;nov 21, 2025;dez 6, 2025;;;GTO-PTS;;;;;Jessica Isaac
Cruzeiro;CR054931;Revisão da técnica de resíduo de limpeza da Varfarina;Closed;Tier 1;;Aline Bormio;Samira Gaspar;;;;ago 26, 2024;set 12, 2024;set 27, 2024;out 12, 2024;;out 9, 2024;Quality Control;;;;out 9, 2024;
Cruzeiro;CR054856;Revisão das técnicas de análise das Suspensões;Closed;Tier 1;;Aline Bormio;Samira Gaspar;;;;ago 22, 2024;ago 28, 2024;nov 29, 2024;dez 14, 2024;;nov 21, 2024;Quality Control;;;;nov 21, 2024;
Cruzeiro;CR054766;Remoção da balança BALA007C do Logbook PRDEN-026.;Closed;Tier 1;;Peterson Lopes;Samira Gaspar;;;;ago 19, 2024;out 1, 2024;nov 21, 2024;dez 6, 2024;;nov 21, 2024;Manufacturing;;;;nov 21, 2024;
Cruzeiro;CR054731;Product Garafos C descommissioning | Descomissionamento do produto Garafos C;Implementation;Tier 2;Anderson da Silva;Anderson da Silva;Nathasha Nogueira Barros;Yes;No;Business/process improvement or change;ago 16, 2024;set 5, 2024;dez 11, 2026;dez 26, 2026;;;Quality Assurance;Izabel Barcza;;;;Kelly Marques Dal Sasso Castro
Cruzeiro;CR054562;Reativar no MEDS a arte/especificação do Balde Masti-Seal 100x4g;Closed;Tier 1;Vilmar Alves;Vilmar Alves;Samira Gaspar;No;No;Business/process improvement or change;ago 9, 2024;ago 20, 2024;nov 14, 2024;nov 29, 2024;;nov 9, 2024;Packaging;;;;nov 9, 2024;Claudia Fernandes
Cruzeiro;CR054511;Inclusão de campos para registros das balanças utilizadas nas conferências das matérias-primas Endos e identificação das balanças utilizadas nos controles em processos Endos e Ectoparasiticidas.;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;ago 7, 2024;ago 19, 2024;jan 30, 2025;fev 14, 2025;;fev 3, 2025;Manufacturing;;;;fev 3, 2025;
Cruzeiro;CR054480;Inclusão de notas de segurança no Batch Record de Butox P CE Granel;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;ago 6, 2024;ago 14, 2024;ago 30, 2024;set 14, 2024;;set 10, 2024;Manufacturing;;;;set 10, 2024;
Cruzeiro;CR054447;API Restructuring – Creating a new UIN for APIs // API Restructuring – Criação de nova UIN para API;Implementation;Tier 2;Rafael Brandão Nascimento;Rafael Brandão Nascimento;Anderson da Silva;Yes;No;Business/process improvement or change;ago 5, 2024;set 20, 2024;jul 30, 2025;ago 14, 2025;;;GTO-PTS;Izabel Barcza;;;;"Jessica Isaac; Claudia Fernandes"
Cruzeiro;CR054388;API Restructuring - Aprovação do API Lambda Cyhalothrin fabricado pela Hikal Limited;Initiate;;Rafael Brandão Nascimento;Rafael Brandão Nascimento;;;;Business/process improvement or change;ago 1, 2024;;;;;;GTO-PTS;;;;;
Cruzeiro;CR054311;Criação do Cartucho Bula para o Supramec 1L Nacional / Creation of the Leaflet Carton for Supramec 1L National;Quality Verification;Tier 2;Maria Paula Para Nogueira;Maria Paula Para Nogueira;Anderson da Silva;Yes;No;Business/process improvement or change;jul 30, 2024;ago 23, 2024;ago 29, 2025;set 13, 2025;;;Packaging;Izabel Barcza;;;;Claudia Fernandes
Cruzeiro;CR053999;Atualização de arte gráfica do produto Vampiricid Topical Valléé / Artwork update of Vampiricid Topical Vallée product;Awaiting Regulatory;Tier 2;Sara Souto;Sara Souto;Anderson da Silva;Yes;Yes;Business/process improvement or change;jul 16, 2024;jul 19, 2024;out 25, 2024;nov 9, 2024;out 31, 2025;;Packaging;Izabel Barcza;Yes;;nov 4, 2024;Clea De Carvalho Camargo
Cruzeiro;CR053961;Substituição da Tara Individual por Tara Máxima no processo de envase da Linha L2- Setor Ectoparasiticadas para o Butox 20mL e 100mL;Closed;Tier 1;Sarah Lana;Sarah Lana;Samira Gaspar;No;No;Business/process improvement or change;jul 15, 2024;jul 25, 2024;out 30, 2024;nov 14, 2024;;nov 6, 2024;Manufacturing;;;;nov 6, 2024;"Jessica Isaac; Claudia Fernandes"
Cruzeiro;CR053917;Exclusão do uso da Tara Máxima de frascos no processo de Envase da Linha 1-Setor Ectoparasiticidas;Closed;Tier 1;Sarah Lana;Sarah Lana;Samira Gaspar;No;No;Business/process improvement or change;jul 12, 2024;jul 25, 2024;ago 30, 2024;set 14, 2024;;set 12, 2024;Manufacturing;;;;set 12, 2024;"Jessica Isaac; Claudia Fernandes"
Cruzeiro;CR053661;Adequações no processo de fabricação dos Ear Tags após lotes engenharia;Implementation;Tier 1;Iara Roma;Iara Roma;Anderson da Silva;No;No;Safety and Environmental;jul 1, 2024;jul 25, 2024;out 30, 2025;nov 14, 2025;;;GTO-PTS;;;;;Jessica Isaac
Cruzeiro;CR053656;Transferência de responsabilidade da medição da densidade dos granéis do setor Ectoparasiticidas do controle da qualidade para a produção.;Implementation;Tier 1;Julio Palma;Julio Palma;Anderson da Silva;No;No;Business/process improvement or change;jul 1, 2024;dez 6, 2024;set 22, 2025;out 7, 2025;;;Manufacturing;;;;;"Jessica Isaac; Claudia Fernandes"
Cruzeiro;CR053510;Criação do Cartucho Bula para o BovGuard 1L Nacional / Creation of the Leaflet Carton for BovGuard 1L National;Post Implementation;Tier 2;Maria Paula Para Nogueira;Maria Paula Para Nogueira;Anderson da Silva;Yes;No;Business/process improvement or change;jun 25, 2024;jul 24, 2024;ago 29, 2025;set 13, 2025;;;Packaging;Izabel Barcza;;;;Claudia Fernandes
Cruzeiro;CR053411;Boss Pour On - Five Liters (5L) presentation inclusion - Gallon (3,785 L) presentation phase out - 900mL presentation update;Closed;Tier 2;André Luiz Guerra Fernandes;André Luiz Guerra Fernandes;Samira Gaspar;Yes;No;Business/process improvement or change;jun 20, 2024;jul 2, 2024;nov 29, 2024;dez 14, 2024;;nov 7, 2024;Planning;Izabel Barcza;;;nov 7, 2024;Jessica Isaac
Cruzeiro;CR053351;Substituição da mangueira de PEBD aramada por flexível em EPDM para transferência de vaselina durante formulação de Pomadas;Closed;Tier 1;Peterson Lopes;Peterson Lopes;Anderson da Silva;No;No;Quality/Compliance;jun 18, 2024;set 6, 2024;mai 30, 2025;jun 14, 2025;set 30, 2025;jun 3, 2025;Manufacturing;;No;;jun 3, 2025;Claudia Fernandes
Cruzeiro;CR053299;Manufacturing of the product Ectiban 25% EC Batch 002/24 with reduced bulk order size.;Post Implementation;Tier 2;André Luiz Guerra Fernandes;André Luiz Guerra Fernandes;Anderson da Silva;Yes;No;Business/process improvement or change;jun 17, 2024;jun 18, 2024;nov 29, 2025;dez 14, 2025;;;Planning;Izabel Barcza;;;;Jessica Isaac
Cruzeiro;CR053296;Fabricação do produto Ectiban 25% EC Lote 002/24 com tamanho da ordem de granel reduzida;Cancelled;;André Luiz Guerra Fernandes;André Luiz Guerra Fernandes;;;;Business/process improvement or change;jun 17, 2024;;;;;;;;;;;
Cruzeiro;CR053190;Use of micronized Toltrazuril and reduction of water quantity (q.s) in order to improvement the viscosity of the Powerzuril product.;Post Implementation;Tier 2;Paloma Silva Souza;Paloma Silva Souza;Anderson da Silva;Yes;No;Quality/Compliance;jun 11, 2024;jul 22, 2024;fev 12, 2027;fev 27, 2027;;;GTO-PTS;Izabel Barcza;;;;Claudia Fernandes
Cruzeiro;CR053106;Remoção do campo de preenchimento no Batch Record e Calminex e Vampiricid referente a faixa de operação indicativa do vácuo.;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;jun 7, 2024;jun 14, 2024;jul 31, 2024;ago 15, 2024;;ago 13, 2024;Manufacturing;;;;ago 13, 2024;
Cruzeiro;CR052978;Inclusão do fornecedor Velaplast para o fornecimento de frasco 998384 FRASCO PL 5 L PARA PANACUR;Closed;Tier 1;;Mayara Aline Barbosa Matias;Samira Gaspar;;;;jun 4, 2024;jun 24, 2024;out 31, 2024;nov 15, 2024;;nov 9, 2024;Packaging;;;;nov 9, 2024;
Cruzeiro;CR052860;Atualização das especificações de caixas de papelão utilizadas no site Cruzeiro;Implementation;Tier 1;;Sara Souto;Anderson da Silva;;;;mai 29, 2024;jun 6, 2024;out 31, 2025;nov 15, 2025;;;Packaging;;;;;
Cruzeiro;CR052814;Validação de Processo dos sistemas de formulação e envase do produto Sofomax.;Post Implementation;Tier 1;Paloma Silva Souza;Paloma Silva Souza;Anderson da Silva;No;No;Business/process improvement or change;mai 28, 2024;jun 5, 2024;out 9, 2026;out 24, 2026;;;Validation/Qualification;;;;;Jessica Isaac
Cruzeiro;CR052779;Remoção de registro de limpeza de utensílios de pesagem descartáveis dos Batch Record de Vampiricid, Tick Gard e Bovguard Granel;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;mai 27, 2024;jun 5, 2024;jul 19, 2024;ago 3, 2024;;jul 30, 2024;Manufacturing;;;;jul 30, 2024;
Cruzeiro;CR052757;Inclusão do fornecedor Fam Plásticos para o fornecimento de Inserto Ear Tag Preto – Fêmea (025701);Closed;Tier 1;;Mayara Aline Barbosa Matias;Samira Gaspar;;;;mai 24, 2024;jun 18, 2024;out 31, 2024;nov 15, 2024;;nov 9, 2024;Packaging;;;;nov 9, 2024;
Cruzeiro;CR052615;Alteração da adição do solvente de formulação que passará pelo compartimento da bomba IKA (MTS) antes de chegar ao tanque de formulação;Closed;Tier 1;Eduardo Barros;Eduardo Barros;Samira Gaspar;No;No;Business/process improvement or change;mai 20, 2024;jun 6, 2024;jul 30, 2024;ago 14, 2024;;ago 13, 2024;Manufacturing;;;;ago 13, 2024;"Jessica Isaac; Claudia Fernandes"
Cruzeiro;CR052450;Desenvolvimento do Rotulo bula faca PEAD 250mL com o fornecedor CCL.;Closed;Tier 1;;Luciene Ribeiro;Anderson da Silva;;;;mai 13, 2024;mai 20, 2024;mar 31, 2025;abr 15, 2025;;abr 9, 2025;Packaging;;;;abr 9, 2025;
Cruzeiro;CR052396;Implementação de racks porta-paletes nas áreas de transferência de materiais como medida interina para mitigar risco ambiental enquanto se aguarda a construção da nova área;Post Implementation;Tier 1;André Luiz Guerra Fernandes;André Luiz Guerra Fernandes;Anderson da Silva;No;No;Safety and Environmental;mai 9, 2024;mai 24, 2024;mai 20, 2026;jun 4, 2026;mai 10, 2025;;Logistics-Warehouse;;No;;;Claudia Fernandes
Cruzeiro;CR052374;Aquisição de gás refrigerante R32, para uso em ares condicionados do site.;Closed;Tier 1;Leonardo Guedes;Leonardo Guedes;Anderson da Silva;No;No;Safety and Environmental;mai 8, 2024;mai 28, 2024;mai 16, 2025;mai 31, 2025;;mai 8, 2025;Maintenance;;;;mai 8, 2025;Claudia Fernandes
Cruzeiro;CR052274;Aprovação do excipiente Solvesso 100 fabricado pela Braskem;Closed;Tier 1;;Sara Souto;Samira Gaspar;;;;mai 6, 2024;mai 23, 2024;jul 19, 2024;ago 3, 2024;;jul 30, 2024;Packaging;;;;jul 30, 2024;
Cruzeiro;CR052268;Inclusão de campos para registro de Holding Time de processo nos Batch Records de envase/compressão.;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;mai 6, 2024;mai 8, 2024;mar 31, 2025;abr 15, 2025;;abr 2, 2025;Manufacturing;;;;abr 2, 2025;
Cruzeiro;CR052257;Alteração dos parâmetros de processo do Fipronil - Tagros;Closed;Tier 1;;Rafael Brandão Nascimento;Samira Gaspar;;;;mai 6, 2024;mai 23, 2024;dez 13, 2024;dez 28, 2024;;dez 12, 2024;GTO-PTS;;;;dez 12, 2024;
Cruzeiro;CR052146;Atualizar as artes do produto Butox P CE 25 destinado aos países do Paraguai e Peru;Closed;Tier 1;;Vilmar Alves;Samira Gaspar;;;;abr 30, 2024;mai 27, 2024;fev 21, 2025;mar 8, 2025;;fev 24, 2025;Packaging;;;;fev 24, 2025;
Cruzeiro;CR052110;Inclusão do setpoint para registro da temperatura na etapa de secagem do granel Azium Comprimidos;Quality Verification;Tier 1;;Eduardo Barros;Anderson da Silva;;;;abr 29, 2024;mai 7, 2024;dez 2, 2025;dez 17, 2025;;;Manufacturing;;;;;
Cruzeiro;CR052053;CA0048634 - Revisão de Batch Records para inclusão da faixa de rendimento (mínimo e máximo).;Quality Verification;Tier 1;Eduardo Barros;Eduardo Barros;Anderson da Silva;No;No;Quality/Compliance;abr 25, 2024;mai 7, 2024;set 1, 2025;set 16, 2025;;;Manufacturing;;;;;"Jessica Isaac; Claudia Fernandes"
Cruzeiro;CR052050;CA0048634 - Revisão de Batch Records para inclusão da faixa de rendimento (mínimo e máximo).;Cancelled;Tier 1;;Eduardo Barros;Samira Gaspar;;;;abr 25, 2024;;set 1, 2025;set 16, 2025;;;Manufacturing;;;;;
Cruzeiro;CR052043;BR50-ATLAS RF Scanning implamentation for materials transactions management at MSD Cruzeiro Site;Closed;Tier 2;André Luiz Guerra Fernandes;André Luiz Guerra Fernandes;Samira Gaspar;No;No;Business/process improvement or change;abr 25, 2024;ago 7, 2024;nov 29, 2024;dez 14, 2024;;dez 16, 2024;Planning;Izabel Barcza;;;dez 16, 2024;Clea De Carvalho Camargo
Cruzeiro;CR051936;Separação documental das etapas de rotulagem e embalagem final do produto C-BR-070721 Panacur Susp. 10% - 20 ml;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;abr 22, 2024;abr 25, 2024;jul 31, 2024;ago 15, 2024;;ago 13, 2024;Manufacturing;;;;ago 13, 2024;
Cruzeiro;CR051933;Alteração do campo para registro de verificação limpeza de equipamentos nos Batch Records de formulação, envase e embalagem;Closed;Tier 1;;Eduardo Barros;Anderson da Silva;;;;abr 22, 2024;abr 26, 2024;mar 31, 2025;abr 15, 2025;;abr 9, 2025;Manufacturing;;;;abr 9, 2025;
Cruzeiro;CR051884;Atualização das artes do produto Endal Plus Comprimidos Peru/CENCA;Closed;Tier 1;;Vilmar Alves;Samira Gaspar;;;;abr 18, 2024;mai 2, 2024;ago 30, 2024;set 14, 2024;;set 10, 2024;Packaging;;;;set 10, 2024;
Cruzeiro;CR051817;Atualização da especificação do Praziquantel conforme a USP;Closed;Tier 1;Rafael Brandão Nascimento;Rafael Brandão Nascimento;Samira Gaspar;No;No;Compendial;abr 16, 2024;mai 6, 2024;jul 19, 2024;ago 3, 2024;;jul 30, 2024;GTO-PTS;;;;jul 30, 2024;"Claudia Fernandes; Jessica Isaac"
Cruzeiro;CR051816;Inclusão do monitoramento de temperatura dos refrigeradores REFR010C e REFR020C no Sistema DHT2000Net e atualização da versão do mesmo.;Closed;Tier 1;Roberta Carine de Freitas Pereira;Roberta Carine de Freitas Pereira;Samira Gaspar;No;No;Business/process improvement or change;abr 16, 2024;jun 4, 2024;jul 31, 2024;ago 15, 2024;;ago 13, 2024;Quality Control;;;;ago 13, 2024;Claudia Fernandes
